logFC	logCPM	PValue	FDR	CmasM_1	CmasM_2	pEhEx_1	pEhEx_2	CmasM_1	CmasM_2	pEhEx_1	pEhEx_2	DE	Regulation
EHI_094800A	-0.475908099549842	2.11268580506284	0.264297760511372	0.943601828011437	22	25	49	33	3.41984382160222	3.35928977185954	4.66835693272435	4.77722388624105	5.64	UP_pEhEx_DOWN_CmasM
EHI_139010A	0.525443653413538	8.49146840719557	0.264968837358752	0.945272263338124	3424	2357	3080	2047	532.252056598454	316.713839690918	293.439578628388	296.332645307134	5.47	DOWN_pEhEx_UP_CmasM
EHI_016130A	0.500481252438052	7.66299879885118	0.265639539256994	0.946938802010372	1823	1422	1889	1073	283.380694853674	191.076402223371	179.969923386047	155.332158482929	5.31	DOWN_pEhEx_UP_CmasM
EHI_004350A	-0.666474796864803	2.94493589357148	0.267504451138739	0.947147228000184	19	63	81	73	2.95350148229282	8.46541022508605	7.71707982756475	10.567798293806	5.29	UP_pEhEx_DOWN_CmasM
EHI_009690A	0.499850065966737	1.85408242963649	0.266748370970931	0.947147228000184	25	30	31	18	3.88618616091161	4.03114772623145	2.95345030437663	2.60575848340421	5.29	DOWN_pEhEx_UP_CmasM
EHI_009820A	1.25312292567887	0.354398899809913	0.265933896762013	0.947147228000184	13	7	12	0	2.02081680367404	0.940601136120672	1.14327108556515	0	5.29	DOWN_pEhEx_UP_CmasM
EHI_014000A	0.596212360917479	4.46389041917582	0.267425598874378	0.947147228000184	127	244	248	76	19.741825697431	32.7866681733492	23.6276024350131	11.0020913743733	5.29	DOWN_pEhEx_UP_CmasM
EHI_051790A	0.5756131194134	3.3704369090069	0.266366640060876	0.947147228000184	106	58	94	50	16.4774293222652	7.79355227071414	8.95562350359366	7.23821800945614	5.29	DOWN_pEhEx_UP_CmasM
EHI_133900A	-0.493467819261977	7.345331697165	0.267530407908908	0.947147228000184	764	1123	1672	1523	118.761849077459	150.899296551931	159.295771255411	220.476120568034	5.29	UP_pEhEx_DOWN_CmasM
EHI_148260A	0.82997641870737	0.788151673954106	0.266496599919527	0.947147228000184	18	8	13	6	2.79805403585636	1.07497272699505	1.23854367602891	0.868586161134737	5.29	DOWN_pEhEx_UP_CmasM
EHI_173480A	-0.573034671298174	5.9328630766704	0.267036232974525	0.947147228000184	186	512	740	518	28.9132250371824	68.7982545276835	70.5017169431841	74.9879385779656	5.29	UP_pEhEx_DOWN_CmasM
EHI_200080A	-0.482520540904352	7.5485305352617	0.266954561624878	0.947147228000184	1016	1146	1930	1741	157.934605579448	153.989843142042	183.876099595061	252.034751089263	5.29	UP_pEhEx_DOWN_CmasM
EHI_152940A	0.63192011123455	2.20795438592825	0.267738303222831	0.947162423264343	25	50	26	31	3.88618616091161	6.71857954371909	2.47708735205782	4.48769516586281	5.28	DOWN_pEhEx_UP_CmasM
EHI_068180A	-0.797788834563528	0.43988919733363	0.268135860518242	0.947848041892751	4	7	14	10	0.621789785745857	0.940601136120672	1.33381626649267	1.44764360189123	5.22	UP_pEhEx_DOWN_CmasM
EHI_090000A	-0.51620090473443	5.22599374252052	0.268816511568954	0.949532583005903	258	157	441	314	40.1054411806078	21.0963397672779	42.0152123945192	45.4560090993845	5.05	UP_pEhEx_DOWN_CmasM
EHI_000610A	-0.532565667488178	7.77049585084881	0.26983125306344	0.950339509657629	1247	1211	1952	2279	193.842965706271	162.723996548876	185.972096585264	329.917976871011	4.97	UP_pEhEx_DOWN_CmasM
EHI_004600A	-0.460039242765416	6.51496465128115	0.270372922594654	0.950339509657629	494	571	905	864	76.7910385396134	76.726178389272	86.2216943697049	125.076407203402	4.97	UP_pEhEx_DOWN_CmasM
EHI_011510A	-0.477549723431905	2.53336540686552	0.273457859622264	0.950339509657629	30	34	75	39	4.66342339309393	4.56863408972898	7.14544428478218	5.64581004737579	4.97	UP_pEhEx_DOWN_CmasM
EHI_022850A	-0.927847863267541	0.152783819547456	0.269543132705403	0.950339509657629	3	5	10	9	0.466342339309393	0.671857954371909	0.952725904637623	1.3028792417021	4.97	UP_pEhEx_DOWN_CmasM
EHI_022910A	0.872543825297438	0.239900526448102	0.273729426455372	0.950339509657629	8	9	10	2	1.24357957149171	1.20934431786944	0.952725904637623	0.289528720378246	4.97	DOWN_pEhEx_UP_CmasM
EHI_023200A	0.641313977645601	1.15487056464575	0.27128599442325	0.950339509657629	13	21	21	7	2.02081680367404	2.82180340836202	2.00072439973901	1.01335052132386	4.97	DOWN_pEhEx_UP_CmasM
EHI_025090A	0.609534251844098	4.31820631070494	0.271833644989654	0.950339509657629	184	142	232	62	28.6023301443094	19.0807659041622	22.1032409875929	8.97539033172561	4.97	DOWN_pEhEx_UP_CmasM
EHI_040680A	0.824280680912209	0.322705317748587	0.272158451586037	0.950339509657629	9	9	10	3	1.39902701792818	1.20934431786944	0.952725904637623	0.434293080567368	4.97	DOWN_pEhEx_UP_CmasM
EHI_056480A	-0.551432281117981	10.0130866633849	0.271564901336877	0.950339509657629	5527	6079	8833	11155	859.158036454338	816.844900925367	841.542791566413	1614.84643790966	4.97	UP_pEhEx_DOWN_CmasM
EHI_067890A	0.519973715514758	2.54459323560685	0.272689786811794	0.950339509657629	48	43	59	24	7.46147742895029	5.77797840759842	5.62108283736198	3.47434464453895	4.97	DOWN_pEhEx_UP_CmasM
EHI_088050A	0.482558343575534	4.52886539410015	0.270155142161193	0.950339509657629	190	177	244	102	29.5350148229282	23.7837715847656	23.246512073158	14.7659647392905	4.97	DOWN_pEhEx_UP_CmasM
EHI_088060A	-0.591410197348491	5.6524700661261	0.272592685047691	0.950339509657629	143	428	671	389	22.2289848404144	57.5110408942354	63.9279082011845	56.3133361135688	4.97	UP_pEhEx_DOWN_CmasM
EHI_120350A	-0.565028492740367	2.16615103940305	0.273375999645039	0.950339509657629	14	34	47	39	2.1762642501105	4.56863408972898	4.47781175179683	5.64581004737579	4.97	UP_pEhEx_DOWN_CmasM
EHI_124850A	-0.658345900179093	10.2929907290734	0.273531718917	0.950339509657629	3171	10813	15694	10887	492.923852650028	1452.96001212469	1495.20803473829	1576.04958937898	4.97	UP_pEhEx_DOWN_CmasM
EHI_125830A	0.515499820772865	5.61992323617406	0.270104542585701	0.950339509657629	464	321	509	221	72.1276151465194	43.1332806706765	48.493748546055	31.9929236017961	4.97	DOWN_pEhEx_UP_CmasM
EHI_138770A	0.54722981741921	9.42955145291387	0.272444801898481	0.950339509657629	6870	4236	5555	4083	1067.92395701851	569.198058943881	529.2392400262	591.072882652188	4.97	DOWN_pEhEx_UP_CmasM
EHI_148590A	0.578492817871419	1.37362177928357	0.270692320535549	0.950339509657629	20	19	21	12	3.10894892872929	2.55306022661325	2.00072439973901	1.73717232226947	4.97	DOWN_pEhEx_UP_CmasM
EHI_152780A	0.638224613376623	3.26658748858488	0.273743538895362	0.950339509657629	100	55	103	33	15.5447446436464	7.390437498091	9.81307681776752	4.77722388624105	4.97	DOWN_pEhEx_UP_CmasM
EHI_156300A	-0.63833632967552	1.15526931263493	0.273026183617569	0.950339509657629	12	9	23	18	1.86536935723757	1.20934431786944	2.19126958066653	2.60575848340421	4.97	UP_pEhEx_DOWN_CmasM
EHI_166950A	0.512217441480593	3.03409678217742	0.270528813652162	0.950339509657629	52	79	82	36	8.08326721469614	10.6153556790762	7.81235241802851	5.21151696680842	4.97	DOWN_pEhEx_UP_CmasM
EHI_175480A	0.453945390483079	5.22726421558082	0.272446840967971	0.950339509657629	318	273	370	190	49.4322879667957	36.6834443087062	35.2508584715921	27.5052284359333	4.97	DOWN_pEhEx_UP_CmasM
EHI_178730A	-0.599639952244686	2.03641300540222	0.271200459018473	0.950339509657629	12	31	47	33	1.86536935723757	4.16551931710583	4.47781175179683	4.77722388624105	4.97	UP_pEhEx_DOWN_CmasM
EHI_197680A	-0.503029349384723	3.60640690867365	0.272997437194394	0.950339509657629	46	93	140	101	7.15058253607736	12.4965579513175	13.3381626649267	14.6212003791014	4.97	UP_pEhEx_DOWN_CmasM
EHI_023130A	0.48958790154682	4.26523972278361	0.275055885426873	0.950361229280299	170	134	197	88	26.4260658941989	18.0057931771672	18.7687003213612	12.7392636966428	4.96	DOWN_pEhEx_UP_CmasM
EHI_024230A	0.502646888023299	7.33252970638282	0.274006645777161	0.950361229280299	1313	1290	1719	708	204.102497171078	173.339352227953	163.773583007207	102.493167013899	4.96	DOWN_pEhEx_UP_CmasM
EHI_099780A	-0.659707874986424	3.91463430831077	0.274372840315026	0.950361229280299	49	114	112	178	7.61692487538675	15.3183613596795	10.6705301319414	25.7680561136638	4.96	UP_pEhEx_DOWN_CmasM
EHI_103570A	0.687126347771881	1.71752074925485	0.274352771651569	0.950361229280299	27	25	37	7	4.19708105378454	3.35928977185954	3.52508584715921	1.01335052132386	4.96	DOWN_pEhEx_UP_CmasM
EHI_103660A	0.636851672132978	0.91121618074058	0.275036420075888	0.950361229280299	11	17	17	6	1.70992191080111	2.28431704486449	1.61963403788396	0.868586161134737	4.96	DOWN_pEhEx_UP_CmasM
EHI_106670A	-0.645017687313561	7.98911898540352	0.275179831436062	0.950361229280299	659	2184	3014	2294	102.43986720163	293.46755446965	287.15158765778	332.089442273848	4.96	UP_pEhEx_DOWN_CmasM
EHI_194530A	0.760058720496104	0.533066657501859	0.274835348130234	0.950361229280299	12	9	12	4	1.86536935723757	1.20934431786944	1.14327108556515	0.579057440756491	4.96	DOWN_pEhEx_UP_CmasM
EHI_002790A	-0.512080705553674	2.34111775914066	0.278248337137345	0.950375377652663	23	32	48	47	3.57529126803868	4.29989090798022	4.57308434226059	6.80392492888877	4.96	UP_pEhEx_DOWN_CmasM
EHI_004610A	-0.442971153095584	3.64966732571885	0.277258425138025	0.950375377652663	62	83	138	105	9.63774167906079	11.1528420425737	13.1476174839992	15.2002578198579	4.96	UP_pEhEx_DOWN_CmasM
EHI_007030A	-0.443095075708379	3.49579267821403	0.277501323489299	0.950375377652663	56	74	140	83	8.705057000442	9.94349772470425	13.3381626649267	12.0154418956972	4.96	UP_pEhEx_DOWN_CmasM
EHI_047800A	0.491497945803081	4.38427758819167	0.277599844970902	0.950375377652663	189	141	212	97	29.3795673764918	18.9463943132878	20.1977891783176	14.0421429383449	4.96	DOWN_pEhEx_UP_CmasM
EHI_052100A	0.503109086250476	3.00819977216931	0.276183920486884	0.950375377652663	68	58	80	36	10.5704263576796	7.79355227071414	7.62180723710099	5.21151696680842	4.96	DOWN_pEhEx_UP_CmasM
EHI_113900A	-0.828758173268016	6.1218993528443	0.276587665533095	0.950375377652663	97	631	824	684	15.078402304337	84.7884738417349	78.5046145421402	99.01882236936	4.96	UP_pEhEx_DOWN_CmasM
EHI_126870A	-1.19395020745554	12.3789859048539	0.278036803060152	0.950375377652663	2139	45750	68859	57090	332.502087927597	6147.50028250297	6560.37530674421	8264.59732319702	4.96	UP_pEhEx_DOWN_CmasM
EHI_140500A	-0.591039677649095	1.22466225789887	0.277252361095003	0.950375377652663	9	14	29	15	1.39902701792818	1.88120227224134	2.76290512344911	2.17146540283684	4.96	UP_pEhEx_DOWN_CmasM
EHI_142250A	-0.460499495166181	5.74716855666421	0.27716431677684	0.950375377652663	283	342	509	521	43.9916273415194	45.9550840790386	48.493748546055	75.422231658533	4.96	UP_pEhEx_DOWN_CmasM
EHI_147720A	0.524686521582394	6.55446880979072	0.27732218816145	0.950375377652663	912	592	966	426	141.768071150055	79.547981797634	92.0333223879944	61.6696174405663	4.96	DOWN_pEhEx_UP_CmasM
EHI_148790A	-0.532109011719557	9.18885318611253	0.275961642012365	0.950375377652663	3547	2996	5483	5921	551.372092510139	402.577286259648	522.379613512809	857.149776679796	4.96	UP_pEhEx_DOWN_CmasM
EHI_174660A	-0.537622562504836	1.72217851158255	0.275427373511491	0.950375377652663	19	15	40	23	2.95350148229282	2.01557386311573	3.81090361855049	3.32958028434982	4.96	UP_pEhEx_DOWN_CmasM
EHI_178880A	0.473689219929761	4.59301434840272	0.278072098296401	0.950375377652663	217	163	234	122	33.7320958767128	21.9025693125242	22.2937861685204	17.661251943073	4.96	DOWN_pEhEx_UP_CmasM
EHI_185410A	0.442448812033305	6.64398401436435	0.278109449940197	0.950375377652663	792	795	991	516	123.11437757768	106.825414745134	94.4151371495885	74.6984098575873	4.96	DOWN_pEhEx_UP_CmasM
EHI_194840A	0.511863108565657	3.75367662146994	0.275943456694298	0.950375377652663	73	147	108	80	11.3476635898619	19.7526238585341	10.2894397700863	11.5811488151298	4.96	DOWN_pEhEx_UP_CmasM
EHI_117860A	0.682648912422678	0.761884808484771	0.278960092301484	0.950395937550644	12	13	15	5	1.86536935723757	1.74683068136696	1.42908885695644	0.723821800945614	4.96	DOWN_pEhEx_UP_CmasM
EHI_186900A	-0.499803398253664	6.63452780685892	0.278911425940843	0.950395937550644	385	776	1079	894	59.8472668780388	104.27235451852	102.7991251104	129.419338009076	4.96	UP_pEhEx_DOWN_CmasM
EHI_192750A	0.56106805171078	2.03768472739793	0.278773819732304	0.950395937550644	39	24	39	17	6.06245041102211	3.22491818098516	3.71563102808673	2.46099412321509	4.96	DOWN_pEhEx_UP_CmasM
EHI_199130A	0.723835439849039	1.62187216471599	0.279071550020245	0.950395937550644	15	35	14	21	2.33171169654696	4.70300568060336	1.33381626649267	3.04005156397158	4.96	DOWN_pEhEx_UP_CmasM
EHI_176700A	0.446081848663625	3.8254539363969	0.279336445911546	0.950602155362482	103	120	110	91	16.0110869829558	16.1245909049258	10.4799849510139	13.1735567772102	4.94	DOWN_pEhEx_UP_CmasM
EHI_186320A	0.536304303897472	1.28713633723161	0.279783843768842	0.95142868509697	18	18	18	13	2.79805403585636	2.41868863573887	1.71490662834772	1.8819366824586	4.86	DOWN_pEhEx_UP_CmasM
EHI_006760A	0.733091611721475	0.787515333118185	0.281199595713097	0.95206109543419	11	15	15	5	1.70992191080111	2.01557386311573	1.42908885695644	0.723821800945614	4.79	DOWN_pEhEx_UP_CmasM
EHI_010950A	-0.871497312046545	0.738158880857465	0.28121602879959	0.95206109543419	2	12	17	14	0.310894892872929	1.61245909049258	1.61963403788396	2.02670104264772	4.79	UP_pEhEx_DOWN_CmasM
EHI_062490A	-0.473627346801934	2.56581024928932	0.281014284968917	0.95206109543419	27	39	71	44	4.19708105378454	5.24049204410089	6.76435392292713	6.3696318483214	4.79	UP_pEhEx_DOWN_CmasM
EHI_078740A	0.427511169985321	4.58881899536015	0.280754042888903	0.95206109543419	185	193	233	127	28.7577775907459	25.9337170387557	22.1985135780566	18.3850737440186	4.79	DOWN_pEhEx_UP_CmasM
EHI_084990A	-0.871497312046545	0.738158880857465	0.28121602879959	0.95206109543419	2	12	17	14	0.310894892872929	1.61245909049258	1.61963403788396	2.02670104264772	4.79	UP_pEhEx_DOWN_CmasM
EHI_196400A	0.843013549201748	0.833704502533465	0.28140240890413	0.95206109543419	19	8	15	5	2.95350148229282	1.07497272699505	1.42908885695644	0.723821800945614	4.79	DOWN_pEhEx_UP_CmasM
EHI_198840A	0.634607572459047	1.18762163390334	0.280713927061927	0.95206109543419	21	13	18	10	3.26439637516575	1.74683068136696	1.71490662834772	1.44764360189123	4.79	DOWN_pEhEx_UP_CmasM
EHI_098770A	-0.545001807086218	1.37248689673663	0.281680486988272	0.95230932083535	13	13	25	22	2.02081680367404	1.74683068136696	2.38181476159406	3.1848159241607	4.77	UP_pEhEx_DOWN_CmasM
EHI_049320A	-0.477234449611142	2.08150174107369	0.281969746673186	0.952594961164607	21	25	51	30	3.26439637516575	3.35928977185954	4.85890211365188	4.34293080567368	4.74	UP_pEhEx_DOWN_CmasM
EHI_088450A	0.541262323423119	2.13615814356066	0.282363457155084	0.95271912417815	28	41	47	15	4.352528500221	5.50923522584965	4.47781175179683	2.17146540283684	4.73	DOWN_pEhEx_UP_CmasM
EHI_142140A	-0.547327713112036	1.25538706476687	0.282416094634925	0.95271912417815	9	15	27	17	1.39902701792818	2.01557386311573	2.57235994252158	2.46099412321509	4.73	UP_pEhEx_DOWN_CmasM
EHI_071380.mRNA	0.725372385318745	0.475742921653932	0.283073670369779	0.952864482315639	8	12	9	6	1.24357957149171	1.61245909049258	0.857453314173861	0.868586161134737	4.71	DOWN_pEhEx_UP_CmasM
EHI_156280A	-0.545068044393976	4.59770535989259	0.283044196896726	0.952864482315639	78	199	321	181	12.1249008220442	26.739946584002	30.5825015388677	26.2023491942312	4.71	UP_pEhEx_DOWN_CmasM
EHI_158250A	-0.491145430385643	5.22807160259874	0.2828524654074	0.952864482315639	140	298	433	316	21.762642501105	40.0427340805658	41.2530316708091	45.7455378197628	4.71	UP_pEhEx_DOWN_CmasM
EHI_062780A	0.484354293081297	3.89868438978379	0.283607379240072	0.953164649791114	94	146	157	65	14.6120599650276	19.6182522676597	14.9577967028107	9.40968341229298	4.68	DOWN_pEhEx_UP_CmasM
EHI_081290A	0.707193319574813	0.655602438423067	0.283982417156166	0.953164649791114	12	11	13	5	1.86536935723757	1.4780874996182	1.23854367602891	0.723821800945614	4.68	DOWN_pEhEx_UP_CmasM
EHI_117820A	-0.459711949946281	6.32031283718556	0.283855194139654	0.953164649791114	440	489	749	782	68.3968764320443	65.7077079375727	71.359170257358	113.205729667894	4.68	UP_pEhEx_DOWN_CmasM
EHI_171320A	0.471559620967112	3.05069147288807	0.283949372223096	0.953164649791114	51	80	73	45	7.92781976825968	10.7497272699505	6.95489910385465	6.51439620851052	4.68	DOWN_pEhEx_UP_CmasM
EHI_003010A	-0.464595836895929	6.87970193261599	0.285845344502363	0.953911436603294	537	848	1226	1076	83.4752787363813	113.947109061476	116.804195908573	155.766451563496	4.61	UP_pEhEx_DOWN_CmasM
EHI_006710A	-0.545674632865453	1.31680185335399	0.284939280111741	0.953911436603294	12	13	28	18	1.86536935723757	1.74683068136696	2.66763253298535	2.60575848340421	4.61	UP_pEhEx_DOWN_CmasM
EHI_012930A	-0.491960003644596	1.97011567979628	0.285339564347248	0.953911436603294	19	23	40	33	2.95350148229282	3.09054659011078	3.81090361855049	4.77722388624105	4.61	UP_pEhEx_DOWN_CmasM
EHI_025270A	-0.443946330769142	7.26859346825764	0.285757038247984	0.953911436603294	804	1011	1748	1301	124.979746934917	135.849678374	166.536488130657	188.338432606049	4.61	UP_pEhEx_DOWN_CmasM
EHI_080250A	0.463885010668604	2.93370476227156	0.285582048330455	0.953911436603294	64	54	68	41	9.94863657193372	7.25606590721662	6.47853615153584	5.93533876775403	4.61	DOWN_pEhEx_UP_CmasM
EHI_095820A	-0.552431736091952	3.49289053347928	0.285596035520439	0.953911436603294	76	45	111	108	11.8140059291713	6.04672158934718	10.5752575414776	15.6345509004253	4.61	UP_pEhEx_DOWN_CmasM
EHI_135430A	0.631520105593482	2.47903475735383	0.285361314346167	0.953911436603294	58	30	34	36	9.01595189331493	4.03114772623145	3.23926807576792	5.21151696680842	4.61	DOWN_pEhEx_UP_CmasM
EHI_136390A	-0.510162023951037	4.89093569981884	0.28471287325524	0.953911436603294	105	239	389	221	16.3219818758288	32.1148102189772	37.0610376904036	31.9929236017961	4.61	UP_pEhEx_DOWN_CmasM
EHI_155230A	-0.974789334435899	0.943834309225834	0.286082462806371	0.954018363423109	3	13	11	24	0.466342339309393	1.74683068136696	1.04799849510139	3.47434464453895	4.6	UP_pEhEx_DOWN_CmasM
EHI_015300A	-0.435952213271424	3.28671985407726	0.290379946504978	0.954357351529586	51	61	118	73	7.92781976825968	8.19666704333729	11.242165674724	10.567798293806	4.56	UP_pEhEx_DOWN_CmasM
EHI_015410A	0.735958644016692	0.356788951156999	0.290654104105157	0.954357351529586	10	8	11	3	1.55447446436464	1.07497272699505	1.04799849510139	0.434293080567368	4.56	DOWN_pEhEx_UP_CmasM
EHI_015450A	-0.842618892465781	1.38015756511733	0.291690254065104	0.954357351529586	3	21	24	26	0.466342339309393	2.82180340836202	2.2865421711303	3.76387336491719	4.56	UP_pEhEx_DOWN_CmasM
EHI_027600A	-0.528011749310987	6.30923117365671	0.290904617827096	0.954357351529586	260	662	1026	614	40.4163360734807	88.9539931588407	97.7496778158202	88.8853171561214	4.56	UP_pEhEx_DOWN_CmasM
EHI_044490A	0.480316626666953	2.72174669259231	0.290685903551744	0.954357351529586	55	47	65	30	8.54960955400554	6.31546477109594	6.19271838014455	4.34293080567368	4.56	DOWN_pEhEx_UP_CmasM
EHI_045070A	0.49454110219063	2.48495068305214	0.288565549215647	0.954357351529586	49	37	49	29	7.61692487538675	4.97174886235213	4.66835693272435	4.19816644548456	4.56	DOWN_pEhEx_UP_CmasM
EHI_050910A	0.467077100718397	2.34283814454465	0.28831314222373	0.954357351529586	36	42	48	24	5.59610807171272	5.64360681672403	4.57308434226059	3.47434464453895	4.56	DOWN_pEhEx_UP_CmasM
EHI_053440A	-0.407099617288831	5.07018666441068	0.290160300106903	0.954357351529586	188	209	404	259	29.2241199300553	28.0836624927458	38.49012654736	37.4939692889828	4.56	UP_pEhEx_DOWN_CmasM
EHI_054130A	0.474056632903011	2.07962369658874	0.289281438990153	0.954357351529586	33	31	35	23	5.12976573240332	4.16551931710583	3.33454066623168	3.32958028434982	4.56	DOWN_pEhEx_UP_CmasM
EHI_066300A	0.505327836042331	2.03633763172971	0.287381395146233	0.954357351529586	30	33	43	15	4.66342339309393	4.4342624988546	4.09672138994178	2.17146540283684	4.56	DOWN_pEhEx_UP_CmasM
EHI_067710A	-0.539511820405588	2.15450442519513	0.289992631378977	0.954357351529586	15	33	58	30	2.33171169654696	4.4342624988546	5.52581024689822	4.34293080567368	4.56	UP_pEhEx_DOWN_CmasM
